"CT.SI.1"	"CT.SI.2"	"CT.SI.3"	"ME.SI.4"	"ME.SI.5"	"ME.SI.6"
"PITG_00628"	11.6956235398059	7.46007078611139	15.4712380564719	44.4420923795861	20.9699104024333	22.428565828149
"PITG_00631"	593.301167648431	686.215167982156	930.609564604385	2146.0230186304	1464.273922208	1557.36517569169
"PITG_00689"	27.4188790270946	25.6091982209794	23.2555087767093	120.279057357595	87.4994475720579	96.5701567971831
"PITG_00692"	0.619635684228126	1.67016510136822	0.291910152008904	5.46352328336196	2.9957014860619	2.44853338735251
"PITG_00698"	1.78145259215586	0.445377360364859	1.07033722403265	9.4592343413431	1.62267163828353	2.84029872932892
"PITG_00707"	10.3788977108211	8.90754720729718	13.3305636084066	32.2103238347459	20.0961641356652	18.6088537438791
"PITG_00708"	69.089378791436	71.7057550187423	92.1463046508106	49.4978900447867	37.071805890016	48.4809610695798
"PITG_00716"	3.48545072378321	5.45587266446952	4.96247258415136	13.1287649047952	9.98567162020632	15.0829656660915
"PITG_00718"	6.27381130280977	5.67856134465195	5.93550642418104	8.96996359954949	13.1061940015208	11.2632535818216
"PITG_00750"	0.232363381585547	0.668066040547288	0.583820304017808	2.20171833807124	2.87088059080932	1.95882670988201
"PITG_00797"	27.2639701060375	21.7121463177869	25.1042730727657	13.9442161411178	10.1104925154589	12.0467842657744
"PITG_00844"	3.9501774869543	1.89285378155065	2.62719136808013	1.22317685448402	0.124820895252579	0.489706677470503
"PITG_00896"	3.02072396061211	2.11554246173308	2.52988798407717	8.56223798138815	17.8493880211188	12.7323736142331
"PITG_00912"	326.238187746108	238.165543455108	385.516007419759	183.965798914397	117.581283327929	104.405463636711
"PITG_00916"	3.48545072378321	2.33823114191551	3.40561844010388	0.40772561816134	0.374462685757737	1.37117869691741
"PITG_00919"	25.6374264349387	9.13023588747961	17.2226989685253	6.93133550874279	8.3629999819228	6.75795214909294
"PITG_00923"	1.16181690792774	0.445377360364859	0.778427072023743	23.6480858533577	24.8393581552632	6.26824547162244
"PITG_00965"	10.2239887897641	4.89915096401345	9.63303501629382	27.969977405868	17.8493880211188	18.0212057309145
"PITG_00972"	8.90726296077931	14.2520755316755	12.3575297683769	28.2146127767648	43.5624924431501	40.2538888880753
"PITG_00983"	18.5116160663153	17.0356840339559	14.3035974484363	8.64378310502042	9.23674624869085	8.12913084601035
"PITG_01029"	33.7701447904329	48.7688209599521	31.5262964169616	15.1673929956019	23.9656118884952	20.3717977827729
"PITG_01041"	426.076987367365	747.899932392689	788.254713808043	2479.70566453364	1381.76731044605	1002.03780344014
"PITG_01050"	43.0646800538548	69.0334908565531	70.3503466341458	24.3004468424159	23.4663283074849	22.5265071636431
"PITG_01152"	45.3108594091817	27.7247406827125	30.9424761129438	14.1888515120146	16.601179068593	15.4747310080679
"PITG_01156"	9.06217188183634	5.45587266446952	6.51932672819885	2.85407932712938	2.87088059080932	3.62382941328172
"PITG_01188"	8.3650817370797	7.34872644602017	7.78427072023743	3.66953056345206	3.61980596232479	2.84029872932892
"PITG_01263"	4.4149042501254	3.67436322301009	3.11370828809497	1.63090247264536	1.12338805727321	1.66500270339971
"PITG_01275"	19.673432974243	19.1512264956889	26.5638238328102	6.36051964331691	7.98853729616506	8.22707218150445
"PITG_01276"	29.587603921893	23.2709670790639	34.7373080890596	14.0257612647501	17.7245671258662	15.0829656660915
"PITG_01328"	137.714030819701	5.34452832437831	39.0186569851901	2.12017321443897	3.86944775282995	5.58265612316373
"PITG_01370"	28.9679682376649	23.3823114191551	24.325846000742	13.2918551520597	15.3529701160672	15.4747310080679
"PITG_01374"	11.7730780003344	8.90754720729718	9.34112486428492	3.75107568708433	5.11765670535574	5.09294944569323
"PITG_01395"	37.4105044352731	43.535636975665	43.4946126493267	16.8798405918795	16.3515372780879	18.7067950793732
"PITG_01396"	7.66799159232306	5.90125002483438	4.76786581614543	1.14163173085175	1.12338805727321	2.64441605834072
"PITG_01397"	206.028865005852	206.543750869203	201.61261165415	101.686769169438	126.81802957662	132.80845093
"PITG_01398"	18.5116160663153	12.6932547703985	14.0116872964274	8.96996359954949	5.86658207687122	6.26824547162244
"PITG_01415"	1.08436244739922	1.22478774100336	0.778427072023743	3.5879854398198	1.99713432404126	2.84029872932892
"PITG_01429"	36.0163241457598	44.092358676121	34.5427013210536	13.373400275692	13.4806566872785	15.8664963500443
"PITG_01431"	69.089378791436	21.0440802772396	37.5591062251456	16.3905698500859	8.98710445818569	14.3973763176328
"PITG_01438"	23.6236104611973	19.0398821555977	25.2988798407717	12.8025844102661	12.2324477347527	14.593258988621
"PITG_01443"	7.66799159232306	7.90544814647625	6.90854026421072	2.85407932712938	4.11908954333511	2.64441605834072
"PITG_01462"	37.7977767379157	32.9579246669996	32.0128133369764	18.1030174463635	21.0947312976859	20.8615044602434
"PITG_01471"	26.5668799612809	28.6154954034422	25.8827001447895	15.6566637373955	15.9770745923301	16.9438510404794
"PITG_01490"	2.01381597374141	4.00839624328373	1.65415752805045	0.489270741793608	0.748925371515474	0.587648012964603
"PITG_01496"	2.86581503955508	3.7857075631013	2.7244947520831	0.652360989058145	1.74749253353611	1.07735469043511
"PITG_01504"	68.1599252650938	87.4053069716036	71.0314703221666	25.2789883260031	43.4376715478975	41.4291849140045
"PITG_01556"	5.73163007911016	3.67436322301009	4.96247258415136	0.896996359954949	1.49785074303095	1.07735469043511
"PITG_01594"	16.4203456320453	14.0293868514931	16.7361820485105	8.48069285775588	9.48638803919601	8.32501351699855
"PITG_01625"	48.1766744487368	73.3759201201105	76.2858530583269	30.1716957439392	19.8465223451601	19.2944430923378
"PITG_01667"	2.4785427369125	2.89495284237158	1.65415752805045	0.733906112690413	0.873746266768053	0.391765341976402
"PITG_01676"	16.0330733294028	31.1764152255401	24.9096663047598	8.88841847591722	13.1061940015208	12.3406082722567
"PITG_01693"	1.70399813162735	2.56091982209794	2.04337106406233	0.570815865425877	0.249641790505158	0.783530683952804
"PITG_01718"	27.031606724452	34.9621227886414	28.7044982808755	18.5107430645249	17.3501044401085	17.531499053444
"PITG_01731"	5.26690331593907	5.78990568474317	8.07618087224634	1.14163173085175	1.74749253353611	3.03618140031712
"PITG_01852"	11.6181690792774	2.56091982209794	5.74089965617511	1.63090247264536	1.87231342878869	1.46912003241151
"PITG_01922"	2658.0821764176	2778.82069565645	3200.50290662562	5669.75090102797	5057.61785473925	4609.70689636534
"PITG_01932"	30.4396029877067	15.3655189325876	11.7737094643591	4.97425254156835	9.86085072495375	9.59825087842185
"PITG_01938"	75.7504623968884	186.94714701315	160.745190372903	290.8714559963	236.535596503637	332.314951331483
"PITG_01939"	16.5752545531024	30.5083491849928	26.7584306008162	64.9099184112854	47.0574775102223	65.0330467680828
"PITG_01943"	1534.76013537254	2035.15184818722	2233.30726963612	7866.08726093948	4308.69248322378	2966.15334543884
"PITG_01961"	21.1450677242848	26.7226416218915	26.1746102967984	49.9871607865803	47.9312237769904	44.4653663143217
"PITG_01985"	217.801943006186	181.379930008589	191.298452949835	125.416400146428	129.439268376924	115.081069205568
"PITG_02051"	4.64726763171094	1.44747642118579	2.82179813608607	0.733906112690413	0.748925371515474	0.587648012964603
"PITG_02052"	83.0311816865689	59.4578776087087	90.2975403547542	238.682576871649	172.377656343812	171.789102456652
"PITG_02085"	12.2378047635055	5.23318398428709	7.00584364821369	2.36480858533577	1.99713432404126	3.52588807778762
"PITG_02320"	16.3428911715168	4.5651179437398	11.1898891603413	3.5879854398198	1.74749253353611	2.54647472284661
"PITG_02335"	7.97780943443712	5.12183964419588	14.9847211364571	1.22317685448402	1.37302984777837	1.17529602592921
"PITG_02399"	9.52689864500744	4.34242926355738	7.00584364821369	2.52789883260031	2.12195521929384	3.03618140031712
"PITG_02406"	1.08436244739922	1.11344340091215	1.16764060803562	5.78970377789103	5.49211939111348	4.50530143272863
"PITG_02462"	7.59053713179454	1.33613208109458	4.67056243214246	1.54935734901309	0.624104476262895	0.587648012964603
"PITG_02477"	4.72472209223946	4.5651179437398	6.13011319218698	12.0686782975757	9.11192535343827	8.61883752348085
"PITG_02484"	5.65417561858165	4.45377360364859	4.18404551212762	2.12017321443897	1.12338805727321	1.66500270339971
"PITG_02507"	6.81599252650939	4.00839624328373	3.60022520810981	48.1931680666704	34.9498506707221	79.3324817502214
"PITG_02509"	4.64726763171094	6.68066040547288	2.52988798407717	17.6952918282022	9.86085072495375	12.2426669367626
"PITG_02510"	74.8984633310747	16.1449293132261	20.8229241766351	145.721135930863	87.0001639910476	199.408559065989
"PITG_02572"	13.4770761319617	7.5714151262026	9.53573163229086	4.72961717067155	4.99283581010316	3.42794674229352
"PITG_02575"	54.7603035936606	19.4852595159626	32.9858471770061	14.1073063883824	8.23817908667022	13.9076696401623
"PITG_02656"	1.54908921057031	0.556721700456074	0.778427072023743	6.27897451968464	3.12052238131448	4.79912543921093
"PITG_02772"	2.86581503955508	3.7857075631013	2.52988798407717	10.2746855776658	9.11192535343827	9.40236820743365
"PITG_02840"	11.1534423161063	12.9159434505809	20.1418004886144	7.58369649780093	5.99140297212379	7.44354149755164
"PITG_02843"	1.4716347500418	1.33613208109458	1.26494399203858	6.19742939605237	3.99426864808253	3.13412273581122
"PITG_02860"	80.6300934101849	101.991415523553	87.4757422186682	24.3004468424159	42.1894625953717	40.6456542300517
"PITG_02911"	10.9210789345207	14.6974528920403	11.4817993123502	6.03433914878784	6.74032834363927	4.99500811019913
"PITG_02925"	390.912662287419	650.028257452512	376.564096091486	233.055963341022	211.821059243627	268.45720058933
"PITG_02952"	11.6956235398059	12.5819104303073	13.9143839124244	5.21888791246516	1.99713432404126	2.05676804537611
"PITG_02989"	9.3719897239504	7.34872644602017	7.68696733623447	4.72961717067155	3.61980596232479	3.91765341976402
"PITG_02997"	10.5338066318781	6.56931606538167	7.10314703221666	3.09871469802619	4.24391043858769	4.30941876174042
"PITG_02998"	23.9334283033114	35.6301888291887	45.7325904813949	73.0644307745122	70.3989849224546	57.8833292770134
"PITG_03004"	7.66799159232306	5.01049530410466	9.63303501629382	14.5150320065437	12.4820895252579	20.1759151117847
"PITG_03011"	42.9872255933262	39.5272407323812	36.0995554651011	18.7553784354217	20.2209850309178	23.7018031895723
"PITG_03045"	113.23842129269	102.882170244282	146.928109844482	37.0214861290497	56.044581968408	58.2750946189898
"PITG_03130"	7.43562821073751	10.1323349483005	7.68696733623447	4.24034642887794	4.24391043858769	3.03618140031712
"PITG_03135"	47.2472209223946	13.9180425114018	25.3961832247746	8.56223798138815	6.36586565788153	9.01060286545725
"PITG_03136"	57.0064829489876	24.6070991601585	27.244947520831	13.5364905229565	14.229582058794	20.2738564472788
"PITG_03152"	105.492975239838	117.245590116049	84.6539440825821	46.9699912121864	62.5352685215421	66.4042254650002
"PITG_03188"	0.54218122369961	0.890754720729718	0.48651692001484	2.85407932712938	2.49641790505158	1.46912003241151
"PITG_03198"	8.75235403972228	8.90754720729718	7.39505718422556	3.09871469802619	5.24247760060832	4.01559475525812
"PITG_03243"	22.6167024743266	19.707948196145	13.2332602244036	9.62232458860763	7.36443281990216	6.26824547162244
"PITG_03244"	55.6897571200028	45.094457736942	52.9330408976146	19.7339199190089	17.4749253353611	13.9076696401623
"PITG_03273"	4.18254086853985	5.90125002483438	5.05977596815433	15.4120283664987	8.98710445818569	10.4797228978688
"PITG_03309"	10.3014432502926	2.11554246173308	5.83820304017808	1.7939927199099	0.374462685757737	0.979413354941006
"PITG_03346"	6.66108360545235	10.0209906082093	5.83820304017808	2.93562445076165	3.86944775282995	2.74235739383482
"PITG_03357"	12.7799859872051	13.6953538312194	9.92494516830273	1.95708296717443	1.24820895252579	2.05676804537611
"PITG_03358"	2.63345165796954	2.44957548200672	1.65415752805045	0.489270741793608	0.124820895252579	0.293824006482302
"PITG_03432"	17.3497991583875	6.90334908565531	7.78427072023743	2.12017321443897	1.37302984777837	2.74235739383482
"PITG_03433"	24.630518448068	8.68485852711475	8.07618087224634	2.44635370896804	2.9957014860619	3.72177074877582
"PITG_03471"	28.3483325534368	25.7205425610706	21.0175309446411	9.7038697122399	15.3529701160672	16.1603203565266
"PITG_03478"	60.8792059754134	59.3465332686175	44.9541634093712	12.3948587921047	23.3415074122323	19.9800324407965
"PITG_03504"	5.26690331593907	4.45377360364859	4.67056243214246	1.54935734901309	2.371597009799	2.44853338735251
"PITG_03508"	2.24617935532696	2.22688680182429	3.11370828809497	0.733906112690413	0.499283581010316	0.685589348458704
"PITG_03511"	32.7632368035622	35.2961558089151	41.5485449692673	10.9270465667239	14.6040447445518	17.2376750469617
"PITG_03512"	10.1465343292356	12.1365330699424	6.32471996019292	2.20171833807124	3.61980596232479	2.84029872932892
"PITG_03540"	44.8461326460106	42.1995048945704	45.440680329386	16.3090247264536	16.1018954875827	16.6500270339971
"PITG_03600"	8.98471742130783	1.44747642118579	3.98943874412168	1.22317685448402	0.998567162020632	1.66500270339971
"PITG_03624"	17.6596170005016	21.266768957422	20.9202275606381	12.8841295338984	10.1104925154589	10.5776642333629
"PITG_03639"	561.389929910682	355.967855271614	436.69758740532	103.317671642084	158.522536970775	187.165892129226
"PITG_03640"	18.2017982242012	27.3907076624388	18.098429424552	5.6266135306265	6.11622386737637	8.42295485249265
"PITG_03676"	1.54908921057031	4.00839624328373	1.94606768005936	1.06008660721948	0.374462685757737	0.391765341976402
"PITG_03734"	8.59744511866525	4.11974058337495	6.90854026421072	1.87553784354217	2.49641790505158	2.05676804537611
"PITG_03738"	146.311475938366	196.856793281268	151.695975660627	64.9914635349177	77.7634177423568	91.6730900224781
"PITG_03746"	10.5338066318781	10.5777123086654	14.4009008324393	19.4892845481121	22.4677611454642	20.5676804537611
"PITG_03748"	22.4617935532696	15.5882076127701	17.2226989685253	10.030050206769	9.48638803919601	10.7735469043511
"PITG_03750"	23.9334283033114	23.9390331196112	17.7092158885402	7.50215137416866	11.857985048995	11.655018923798
"PITG_03812"	13.1672582898477	13.8066981713106	14.2062940644333	8.56223798138815	8.3629999819228	6.66001081359884
"PITG_03828"	53.4435777646759	49.1028539802257	55.0737153456799	32.7811397001718	31.7045073941551	30.2638726676771
"PITG_03862"	8.98471742130783	7.68275946629382	11.0925857763383	22.1802736279769	16.9756417543508	16.3562030275148
"PITG_03889"	3.71781410536876	4.89915096401345	3.89213536011872	0.978541483587217	1.37302984777837	1.66500270339971
"PITG_03890"	15.4908921057031	21.3781132975132	15.3739346724689	7.99142211596227	8.48782087717538	8.22707218150445
"PITG_03943"	1.31672582898477	2.00419812164187	1.94606768005936	4.97425254156835	5.99140297212379	3.72177074877582
"PITG_03944"	37.4105044352731	26.3886086016179	24.5204527687479	9.37768921771083	12.7317313157631	14.4953176531269
"PITG_03972"	19.9057963558285	27.8360850228037	24.7150595367539	9.54077946497537	8.48782087717538	10.3817815623747
"PITG_03973"	51.0424894882919	60.3486323294384	55.9494458017066	27.4807066640743	31.3300447083973	33.3979954034883
"PITG_04038"	14.2516207372469	7.12603776583774	10.9952823923354	5.95279402515557	4.49355222909285	4.11353609075222
"PITG_04049"	0.54218122369961	0.779410380638503	0.194606768005936	3.18025982165845	6.98997013414443	3.23206407130532
"PITG_04076"	2.78836057902657	5.34452832437831	3.69752859211278	8.23605748685908	8.86228356293311	7.05177615557524
"PITG_04079"	4.80217655276798	5.12183964419588	4.96247258415136	12.9656746575306	9.48638803919601	8.03118951051625
"PITG_04124"	3.71781410536876	1.22478774100336	2.4325846000742	0.570815865425877	0.499283581010316	0.391765341976402
"PITG_04266"	0	0	0	3.75107568708433	5.24247760060832	1.86088537438791
"PITG_04289"	35.0868706194176	17.0356840339559	19.0714632645817	10.2746855776658	10.8594178869744	11.8509015947862
"PITG_04320"	15.8007099478172	8.01679248656746	9.14651809627899	0.652360989058145	0.249641790505158	2.64441605834072
"PITG_04321"	79.9330032654282	112.235094811944	125.132151827817	46.236085099496	51.6758506345677	57.2956812640488
"PITG_04324"	8.13271835549415	1.22478774100336	5.35168612016324	0.244635370896804	0.249641790505158	0.881472019446905
"PITG_04334"	7.358173750209	15.8108962929525	7.97887748824337	25.2789883260031	24.5897163647581	15.3767896725738
"PITG_04337"	11.1534423161063	15.3655189325876	14.1089906804304	33.5965909364945	21.5940148786962	21.2532698022198
"PITG_04446"	0.0774544605285157	0.222688680182429	0.0973033840029679	3.42489519255526	3.74462685757737	3.52588807778762
"PITG_04540"	0.387272302642579	0.445377360364859	0.48651692001484	1.30472197811629	2.74605969555674	1.37117869691741
"PITG_04558"	0.232363381585547	0	0.0973033840029679	2.20171833807124	1.87231342878869	3.13412273581122
"PITG_04658"	76.9897337653447	52.7772172032358	68.7934924900983	30.0086054966747	28.2095223270829	28.3050459577951
"PITG_04869"	8.98471742130783	10.0209906082093	11.1898891603413	5.8712489015233	5.74176118161864	4.79912543921093
"PITG_04885"	3.40799626325469	4.00839624328373	5.74089965617511	12.0686782975757	11.4835223632373	10.8714882398452
"PITG_04893"	4.25999532906837	4.11974058337495	5.64359627217214	2.93562445076165	0.873746266768053	1.17529602592921
"PITG_04895"	21.5323400269274	20.5987029168747	19.7525869526025	10.5193209485626	10.4849552012166	12.7323736142331
"PITG_04900"	63.3577487123259	21.0440802772396	44.1757363373474	17.939927199099	5.49211939111348	10.2838402268806
"PITG_04913"	12.7025315266766	10.911745328939	12.3575297683769	5.78970377789103	5.99140297212379	6.75795214909294
"PITG_04914"	5.18944885541055	5.12183964419588	7.5896639522315	1.63090247264536	1.62267163828353	1.07735469043511
"PITG_04924"	2.01381597374141	1.89285378155065	3.11370828809497	8.72532822865268	5.49211939111348	5.09294944569323
"PITG_04926"	2.55599719744102	1.22478774100336	1.65415752805045	0.652360989058145	0.624104476262895	0.391765341976402
"PITG_04928"	6.8934469870379	8.01679248656746	8.95191132827305	1.46781222538083	0.998567162020632	0.783530683952804
"PITG_04947"	30.4396029877067	18.9285378155065	26.7584306008162	13.6180356465888	12.6069104205105	14.3973763176328
"PITG_04948"	15.2585287241176	9.01889154738839	8.85460794427008	2.60944395623258	1.87231342878869	3.13412273581122
"PITG_04949"	39.0370481063719	20.1533255565099	21.114834328644	6.44206476694918	9.11192535343827	7.34560016205754
"PITG_04957"	6.73853806598087	2.78360850228037	3.98943874412168	1.95708296717443	0.748925371515474	0.783530683952804
"PITG_04969"	18.3567071452582	9.7983019280269	21.5040478646559	0.163090247264536	0.374462685757737	0.293824006482302
"PITG_04971"	11.3083512371633	9.24158022757082	8.85460794427008	3.09871469802619	3.24534327656706	4.40736009723453
"PITG_05127"	19.2087062110719	22.9369340587902	20.7256207926322	39.9571105798114	39.5682237950676	30.3618140031712
"PITG_05171"	703.98359174368	945.870169074869	1003.87901275862	1612.799455199	1575.98862345906	1353.15749118649
"PITG_05195"	1.54908921057031	0.334033020273644	0.973033840029679	3.75107568708433	5.11765670535574	5.38677345217553
"PITG_05196"	5.03453993435352	3.22898586264523	3.89213536011872	14.3519417592792	20.470626821423	14.0056109756564
"PITG_05198"	46.3952218565809	26.7226416218915	33.9588810170358	9.86695995950444	20.470626821423	17.8253230599263
"PITG_05217"	5.4218122369961	3.45167454282766	5.83820304017808	2.28326346170351	1.99713432404126	2.25265071636431
"PITG_05221"	0.851999065813673	1.11344340091215	0.681123688020775	10.2746855776658	7.48925371515474	4.50530143272863
"PITG_05225"	55.7672115805313	16.4789623334998	42.2296686572881	16.3905698500859	6.98997013414443	10.7735469043511
"PITG_05255"	11.5407146187488	13.2499764708546	19.0714632645817	102.991491147555	107.845253498228	94.513388751807
"PITG_05295"	15.9556188688742	4.45377360364859	9.82764178429976	40.3648361979727	65.6557909028566	86.9719059187613
"PITG_05347"	13.6319850530188	20.0419812164187	15.179327904463	6.11588427242011	4.61837312434542	6.26824547162244
"PITG_05386"	4.80217655276798	3.0062971824628	1.55685414404749	7.6652416214332	6.24104476262895	24.2894512025369
"PITG_05413"	30.4396029877067	15.031485912314	25.1042730727657	82.442119992223	59.4147461402276	58.3730359544839
"PITG_05446"	11.5407146187488	13.9180425114018	13.8170805284214	5.95279402515557	6.86514923889185	5.97442146514013
"PITG_05498"	161.027823438784	161.115260111988	131.943388708025	89.0472750064367	95.7376266587281	89.9101459835843
"PITG_05616"	140.270028017142	135.840094911282	149.749907980568	64.3391025458595	56.1694028636606	93.4360340613719
"PITG_05684"	1.4716347500418	1.33613208109458	0.875730456026711	0.0815451236322681	0.499283581010316	0.391765341976402
"PITG_05697"	0.387272302642579	0.222688680182429	0.583820304017808	2.44635370896804	1.99713432404126	4.60324276822273
"PITG_05733"	8.51999065813673	8.79620286720596	8.27078764025227	18.9184686826862	31.0804029178922	29.3824006482302
"PITG_05795"	4.56981317118243	2.44957548200672	3.60022520810981	21.283277268022	20.3458059261704	20.8615044602434
"PITG_05902"	448.538780920635	225.583633024801	398.262750724148	92.7168055698888	30.830761127387	77.0798310338571
"PITG_06011"	5.57672115805313	10.5777123086654	8.27078764025227	29.4377896312488	15.4777910113198	17.3356163824558
"PITG_06118"	191.932153189662	183.384128130231	200.153060894105	113.592357219749	103.351701269135	109.792237088887
"PITG_06194"	0.464726763171094	1.55882076127701	0.48651692001484	8.07296723959454	5.11765670535574	2.74235739383482
"PITG_06201"	3.64035964484024	4.45377360364859	5.83820304017808	12.476403915737	10.4849552012166	8.91266152996315
"PITG_06206"	0.309817842114063	0.445377360364859	0.583820304017808	3.91416593434887	1.24820895252579	1.66500270339971
"PITG_06236"	4.4149042501254	3.34033020273644	3.30831505610091	11.9871331739434	8.3629999819228	13.0261976207154
"PITG_06277"	0.154908921057031	0.445377360364859	0.583820304017808	1.87553784354217	1.49785074303095	0.979413354941006
"PITG_06357"	3.40799626325469	1.67016510136822	2.04337106406233	17.939927199099	22.5925820407168	33.4959367389824
"PITG_06365"	21.2225221848133	15.6995519528613	21.212137712647	9.4592343413431	3.86944775282995	10.4797228978688
"PITG_06366"	16.1105277899313	14.3634198717667	22.0878681686737	4.56652692340701	5.61694028636606	6.07236280063423
"PITG_06374"	20.6028865005852	13.3613208109458	25.9800035287924	63.1974708150078	38.8192984235521	37.3156488232523
"PITG_06392"	1.62654367109883	3.89705190319252	2.52988798407717	8.88841847591722	4.99283581010316	5.68059745865783
"PITG_06476"	7.74544605285157	5.12183964419588	8.66000117626415	14.1073063883824	14.1047611635414	15.7685550145502
"PITG_06577"	4.33744978959688	6.68066040547288	3.89213536011872	8.88841847591722	8.86228356293311	16.4541443630089
"PITG_06581"	4.64726763171094	4.89915096401345	4.67056243214246	12.1502234212079	7.61407461040732	8.12913084601035
"PITG_06591"	9.52689864500744	10.911745328939	7.00584364821369	2.28326346170351	4.36873133384027	3.23206407130532
"PITG_06702"	19.9832508163571	13.5840094911282	18.7795531125728	40.2017459507082	28.7088059080932	30.8515206806417
"PITG_06710"	11.6956235398059	12.4705660902161	10.2168553203116	25.9313493150613	19.7217014499075	16.8459097049853
"PITG_06719"	139.108211109214	73.4872644602017	107.325632555274	262.08602735411	167.259999638456	187.949422813179
"PITG_06732"	100.226071923899	82.2834673274077	122.991477379751	59.0386695097621	30.2066566511241	29.6762246547125
"PITG_06771"	1233.92701067978	1756.79099795919	1864.13823072886	4002.88702886078	3160.2154260048	2470.76607050967
"PITG_06799"	571.691373160975	802.124626017111	812.580559808785	1678.60636997024	1444.17775807234	1002.91927545959
"PITG_06805"	95.5788042921884	96.2015098388095	50.4031529135374	16.3905698500859	43.4376715478975	41.5271262494986
"PITG_06808"	8.98471742130783	9.68695758793568	8.07618087224634	3.18025982165845	3.61980596232479	5.28883211668143
"PITG_06822"	25.4050630533532	15.9222406330437	20.4337106406233	10.2746855776658	8.23817908667022	12.2426669367626
"PITG_06847"	18.2017982242012	11.3571226893039	11.3844959283472	5.8712489015233	5.86658207687122	4.60324276822273
"PITG_06860"	15.6458010267602	23.2709670790639	14.6928109844482	6.36051964331691	10.4849552012166	9.01060286545725
