"US24_1_C"	"US24_2_C"	"US23_2_C"	"US8_2_C"	"US24_1_M"	"US24_2_M"	"US23_2_M"	"US8_2_M"
"PITG_00084"	0.177389587331267	0.144695915102295	0.189795923691574	9.04818633637024	1.58908036029665	7.15177759951369	0.772598408215587	15.2988330672925
"PITG_00125"	12.9240985055638	13.2252066403498	10.5653064188309	25.6808818076391	18.6294314579458	28.4917591464497	18.3260342428737	48.5755575270255
"PITG_00582"	1.34309258979388	0.376209379265967	0.158163269742978	3.29327370331123	0.405722645182123	0.980485638643006	0.494462981257976	10.1522210216135
"PITG_00729"	23.4914496365836	17.971232655705	17.3979596717276	6.98573209793291	22.1118841624257	17.5622280568703	12.2688627224635	5.64012278978526
"PITG_00792"	23.5674737454398	25.726933705188	38.3387765856979	84.8600122944136	42.1275346580771	32.9616201461457	27.5972151414608	133.142148606368
"PITG_00840"	73.9967992867573	120.242305450007	72.6602061199242	7.58450913489859	54.0963526909497	24.0218981467536	51.1151106875432	7.6141657662101
"PITG_00874"	2.40743011378149	3.15437094923003	2.37244904614467	0	2.8738687367067	3.34518629654672	2.626834587933	0
"PITG_00948"	1.34309258979388	1.64953343216616	0.632653078971913	0.0665307818850753	1.38621903770559	6.11361633506815	2.22508341566089	0.0352507674361579
"PITG_01195"	64.6711752670564	59.7304737542274	42.5459195608611	10.0794134555889	51.425345276834	56.8970048541956	22.8689128831814	7.89617190569936
"PITG_01196"	1.64718902521891	2.02574281143213	3.57448989619131	0	2.46814609152458	3.66240223846064	2.34869916097538	0
"PITG_01343"	2.23004052645022	0.752418758531934	1.4234694276868	0.099796172827613	0.676204408636871	0.663269696729092	1.91604405237466	0.0705015348723157
"PITG_01398"	52.8620970247177	66.9652695093421	32.233674373619	16.5328992984412	60.8245865568866	28.4629213335484	37.7028023209206	7.79041960339089
"PITG_01461"	1.0136547847501	1.38908078498203	0.411224501331743	0	0.743824849500558	1.58607970956957	0.278135426957611	0
"PITG_01484"	2.93959887577529	3.93572889078242	14.4877555084568	0.465715473195527	2.67100741411564	2.82610566432396	20.7365412765064	0.282006139489263
"PITG_01496"	11.5810059157699	11.8361258553677	9.4265308766815	3.29327370331123	13.6593290544648	5.36383319963527	6.18078726572469	1.16327532539321
"PITG_01625"	12.2652228954762	7.49524840229888	0.759183694766295	68.6930322963403	6.86347474766424	6.86339947050104	3.49214480513445	25.5920571586506
"PITG_01658"	1.46979943788764	1.765290164248	3.92244908962586	0	2.60338697325195	0	4.29564714967866	0.0352507674361579
"PITG_01747"	5.80317364269432	6.13510680033731	18.0306127506995	0.498980864138065	0.338102204318436	5.4215088254378	9.30208483491566	0.176253837180789
"PITG_01784"	57.7276399915182	45.7239091723252	31.1265314854181	12.9735024675897	30.8349210338413	20.6767118502069	14.0612910295237	8.60118725442252
"PITG_01922"	1176.39706044173	1735.85901511619	1742.95923256762	3065.97128700087	2029.08656899666	2663.71993987693	2848.66304289985	5538.42432573194
"PITG_01956"	4.35871557442543	2.08362117747305	1.13877554214944	0.232857736597764	3.00910961843408	1.58607970956957	2.68864246059024	0.317256906925421
"PITG_01981"	16.9787176445642	22.7751370371012	18.9163270612602	38.2219341929758	20.7932855655838	24.4256275273713	22.7452971378669	48.4698052247171
"PITG_02104"	3.90257092128788	4.48557336817114	6.45306140551351	18.0963726727405	4.86867174218547	2.99913254173155	5.03734162156563	14.2060592767716
"PITG_02434"	6.66478020973191	6.51131617960327	4.3653062449062	0.0332653909425377	7.23538717241452	8.33412792846555	4.35745502233591	0
"PITG_02435"	3.44642626815034	2.98073585110728	4.01734705147165	0	4.09103667225307	4.61405006420238	3.52304874146308	0
"PITG_02484"	23.136670461921	14.7011049743932	28.4693885537361	5.18940098703587	10.9883216403492	4.64288787710364	10.9090895240041	2.11504604616947
"PITG_02559"	3.06630572386905	3.70421542661875	4.20714297516322	11.4100290932904	2.90767895713855	1.78794439987842	4.14112746803555	8.91844416134794
"PITG_02678"	24.9359077048525	13.8908078498203	20.7510209902787	2.5614351025754	15.0117378717385	7.87272292204531	9.36389270757291	2.71430909258416
"PITG_02860"	1.39377532903139	0.376209379265967	3.44795928039692	95.0059565318875	1.8595621237514	27.1940575658928	3.64666448677757	37.0485565754019
"PITG_02932"	3.64915722510036	3.00967503412774	1.39183677373821	0	3.17816072059329	2.30702503210119	1.0507338351732	0.0705015348723157
"PITG_02954"	1.79923724293143	1.64953343216616	0.980612272406465	9.61369798239338	2.50195631195642	1.41305283216198	1.51429288010255	8.00192420800783
"PITG_02964"	36.5929377294786	34.553384526428	23.4397965759094	80.4689806899986	30.3953881682274	26.5019500562624	21.6018514937078	54.9559464329701
"PITG_02971"	11.4036163284386	12.357031149736	14.8989800097885	0	13.9636210383514	16.1780130376096	19.5003838233614	0.0705015348723157
"PITG_03051"	4.99224981489424	2.02574281143213	2.97346947116799	0.498980864138065	4.26008777441229	1.87445783858222	4.17203140436417	0.246755372053105
"PITG_03053"	5.80317364269432	9.37629529862871	5.788775672593	19.2939267466718	10.2444967908486	10.1797479541465	8.65310217201457	22.8777480660665
"PITG_03106"	5.0682739237505	3.12543176620957	0.854081656612082	0.133061563770151	1.52145991943296	1.0669990773468	1.63790862541704	0.105752302308474
"PITG_03130"	17.8656655812205	19.1866783425643	34.6693887276608	8.88185938165755	23.126190775381	9.48764044451614	18.2024184975592	4.15959055746663
"PITG_03640"	3.19301257196281	3.87785052474151	4.17551032121462	22.1880157586726	2.26528476893352	1.03816126444554	4.32655108600729	7.1911565569762
"PITG_03663"	2.33140600492523	2.34407382465718	4.01734705147165	0	4.86867174218547	3.05680816753408	8.09683131809935	0
"PITG_03666"	5.19498077184426	5.70101905503042	4.3336735909576	0	6.96490540895977	8.16110105105796	5.006437685237	0
"PITG_03986"	8.08389690838205	2.80710075298452	2.56224496983625	0.532246255080603	0.879065731227932	1.78794439987842	3.30672118716271	0.176253837180789
"PITG_03995"	7.45036266791323	7.03222147397154	4.87142870808373	25.9802703261219	9.39924128005251	7.23829103821748	5.96445971142433	19.8109312991207
"PITG_04121"	66.6984848365566	65.3446752601964	13.5704085439475	5.35572794174856	12.7126428823732	262.972015846634	194.107624080084	12.3377686026553
"PITG_04150"	2.43277148340024	5.55632313992813	0.158163269742978	0.0332653909425377	0.642394188205027	5.56569788994412	1.29796532580219	0
"PITG_04207"	1.08967889360636	1.1286281377979	1.29693881189242	0.0665307818850753	1.65670080116033	1.44189064506324	4.23383927702142	0.141003069744631
"PITG_04248"	12.1385160473824	13.4567201045134	37.2000010435485	75.9448875218135	12.6112122210776	19.4943615212551	44.5016683132178	106.175311517707
"PITG_04324"	73.7940683298073	40.8910656079086	8.03469410294329	5.68838185117394	17.4460737428313	6.69037259309345	4.54287864030765	0.49351074410621
"PITG_04378"	13.6083154852701	22.1384750106511	44.4755114517255	4.45756238630005	12.0026282533045	14.5630955151388	36.8683960400478	3.48982597617963
"PITG_04394"	12.7720502878513	4.94860029649849	11.3877554214944	0.931430946391054	4.12484689268491	1.41305283216198	6.52073056533955	0.846018418467789
"PITG_04441"	103.139374348323	101.808045865975	63.3285732050885	21.4229117669943	79.8597406600145	59.6077592669145	52.3821720770168	22.3489865545241
"PITG_04464"	4.84020159718173	3.530580328496	6.01020425023317	0.665307818850753	7.16776673155083	4.03729380617708	7.01519354659753	1.93879220898868
"PITG_04478"	7.52638677676949	11.1126462798563	12.5265309636439	3.06041596671346	7.47205871543742	7.20945322531622	10.1982989884457	2.46755372053105
"PITG_04800"	6.94353527553818	0.028939183020459	11.3877554214944	0	4.49675931743519	0	13.4432123029512	0
"PITG_04843"	1506.69647205255	1789.1939294229	1697.59800680533	3542.73086998932	2510.84839993	2065.5948624918	2800.29838254556	4429.18842681836
"PITG_04865"	14.4445806826889	7.09009984001245	2.34081639219608	1.59673876524181	5.71392725298156	2.82610566432396	1.9778519250319	0.0705015348723157
"PITG_04942"	8.51470019190084	9.52099121373101	5.69387771074722	19.5933152651547	5.64630681211787	6.11361633506815	4.72830225827939	15.193080764984
"PITG_04947"	3.72518133395662	4.13830317192564	0.695918386869104	27.8763976098466	1.42002925813743	3.7777534900657	0.927118089858704	14.6290684860055
"PITG_04949"	5.39771172879428	3.32800604735278	6.23163282787334	30.005382630169	0.642394188205027	2.50888972241004	3.24491331450546	8.00192420800783
"PITG_05140"	20.3998025430958	29.0549397525408	19.1377556389004	6.95246670699037	36.7178993889821	19.37901026965	48.5191800359389	11.2449948121344
"PITG_05197"	0.91228930627509	0.810297124572852	1.89795923691574	0	1.28478837641005	0.865134387037946	1.85423617971741	0
"PITG_05285"	1.52048217712515	0.723479575511475	0.316326539485956	10.8445174472673	1.72432124202402	1.18235032895186	1.79242830706016	7.36741039415699
"PITG_05400"	0.40546191390004	0.144695915102295	0.221428577640169	5.22266637797841	0.0338102204318435	1.78794439987842	0.185423617971741	4.23009209233894
"PITG_05417"	30.7897640867843	37.3604852794126	24.7051027338532	67.8281321318343	33.2692569049341	37.1431030168292	23.1779522464676	91.8987507060635
"PITG_05863"	25.6454660541775	22.0227182785693	8.44591860427504	0.831634773563441	10.7516500973262	4.29683412228847	4.91372587625113	0.423009209233894
"PITG_05866"	1.0136547847501	3.530580328496	11.4826533833402	0	1.3185985968419	2.53772753531131	7.16971322824065	0.141003069744631
"PITG_05907"	6.15795281735686	4.22512072098701	7.93979614109751	0.099796172827613	6.18727033902737	6.57502134148839	6.79886599229716	0.0705015348723157
"PITG_05941"	5.34702898955678	1.82316853028892	2.27755108429889	0.332653909425377	1.75813146245586	1.26886376765565	1.14344564415907	0.0705015348723157
"PITG_06268"	2.73686791882527	2.2572562755958	7.275510408177	0.0665307818850753	5.20677394650391	3.97961818037455	6.52073056533955	0.458259976670052
"PITG_06560"	0.633534240468812	0.636662026450098	1.17040819609804	3.85878534933437	0.879065731227932	1.18235032895186	0.772598408215587	3.98333672028584
"PITG_06785"	71.1332245198383	66.5311817640352	28.7224497853248	10.2457404103016	96.6296099942089	59.7807861443221	59.5209813689288	15.9685976485795
"PITG_06824"	0.785582458181327	1.30226323592065	2.08775516060731	0	1.3185985968419	1.44189064506324	1.85423617971741	0
"PITG_07059"	18.8032962571144	5.26693130972354	3.10000008696237	1.56347337429927	4.63200019916257	5.76756258025297	5.28457311219461	0.599263046414684
"PITG_07146"	5.5497599465068	3.12543176620957	2.43571435404186	0.731838600735829	5.17296372607206	3.05680816753408	3.52304874146308	0.317256906925421
"PITG_07156"	4.46008105290044	3.93572889078242	7.2438777542284	0.931430946391054	5.17296372607206	6.71921040599471	8.49858249037145	0.317256906925421
"PITG_07355"	6.05658733888185	0.897114673634229	0.537755117126126	0.099796172827613	0.338102204318436	1.87445783858222	2.31779522464676	0.0352507674361579
"PITG_07366"	5.80317364269432	6.45343781356236	5.0612246317753	0.0332653909425377	6.18727033902737	5.85407601895677	6.67525024698267	0
"PITG_07371"	1.24172711131887	2.60452647184131	4.80816340018654	0	1.62289058072849	1.81678221277969	3.09039363286235	0
"PITG_07424"	0.91228930627509	0.115756732081836	0.0316326539485956	92.7771753387375	7.57348937673296	10.9295310895794	0.123615745314494	38.4233365054121
"PITG_07436"	10.6180338702573	11.3730989270404	8.6673471819152	1.19755407393136	12.2054895758955	24.0795737725562	31.3056875008956	4.89985667362594
"PITG_07447"	2.559478331494	1.21544568685928	19.8020413718209	0	4.7334308604581	1.38421501926071	33.407155171242	0.0705015348723157
"PITG_07775"	2.28072326568772	2.05468199445259	2.68877558563063	0	2.16385410763799	2.82610566432396	3.80118416842069	0.0352507674361579
"PITG_07790"	48.4780400806735	42.685294955177	48.2081646176598	9.31430946391054	43.5813741366463	27.4824356949054	34.8596401786873	8.24867958006094
"PITG_07833"	15.5089182066765	18.1159285708073	7.9714287950461	46.1390972372997	5.81535791427709	5.73872476735171	4.11022353170692	18.2951482993659
"PITG_07836"	7.577069516007	7.20585657209429	6.73775529105087	26.8119050996854	3.92198557009385	3.97961818037455	5.68632428446672	16.6736129973027
"PITG_07849"	8.97084484503838	10.0418965080993	0	0.0332653909425377	18.6632416783776	10.8718554637769	0.0309039363286235	0
"PITG_07958"	19.9943406291957	8.42130225895357	2.94183681721939	1.26408485581643	6.8296645272324	7.18061541241495	3.27581725083409	0.810767651031631
"PITG_08079"	2.12867504797521	2.17043872653442	1.83469392901855	0	2.6371971936838	1.32653939345818	2.22508341566089	0
"PITG_08125"	1.92594409102519	2.69134402090269	0	0	1.5552701398648	2.6242409740151	0.0309039363286235	0
"PITG_08127"	10.7193993487323	7.4084308532375	18.69489848362	28.0759899555018	8.58779598968826	10.2662613928503	12.5469981494211	35.7795289477002
"PITG_08155"	1.77389587331267	0.926053856654688	1.39183677373821	5.52205489646125	2.43433587109274	1.81678221277969	1.26706138947356	6.87389965005078
"PITG_08197"	24.9359077048525	26.3346565486177	18.4102045980827	50.7629865783125	34.1145124157301	36.364482068495	13.0105571943505	74.1676146856761
"PITG_08297"	9.6043790855072	4.68814764931436	5.56734709495283	0	4.66581041959441	2.30702503210119	1.23615745314494	0
"PITG_08311"	125.921265635581	121.776082150091	173.44184160015	321.875922759994	117.55813644152	188.945350129087	149.853187257495	330.440693946544
"PITG_08491"	8.54004156151959	11.4309772930813	5.40918382520985	21.1235232485114	11.5969056081223	27.222895378794	24.9085726808705	146.079180255438
"PITG_08517"	4.71349474908796	0.086817549061377	2.46734700799046	0.0332653909425377	3.82055490879832	8.07458761235416	1.29796532580219	0.0352507674361579
"PITG_08621"	2.00196819988145	1.33120241894111	1.89795923691574	112.237429040122	1.45383947856927	1.0669990773468	2.87406607856198	3.27832137156268
"PITG_08703"	627.857773674212	750.94286019789	584.792873547688	1186.90914882974	1191.70883956119	1100.47977812517	951.872142857932	2284.67273907226
"PITG_08705"	9.85779278169472	8.16084961176944	9.80612272406465	0	8.11445290364245	18.6003893213158	23.2397601191248	0
"PITG_08758"	4.94156707565674	1.82316853028892	1.70816331322416	0.399184691310452	2.06242344634246	1.93213346438475	1.69971649807429	0.0705015348723157
"PITG_08795"	259.875745440307	54.8686910067903	20.3714291428956	8.78206320882994	9.09494929616591	30.3373791721306	30.1313379204079	1.69203683693558
"PITG_08834"	771.340608455588	917.603615212714	903.713290657429	1729.56747127536	1654.02979374622	1434.94073215404	1267.03048553723	3622.15735713496
"PITG_08963"	13.7857050726014	25.5243594240448	8.79387779770959	53.6238101993707	16.3303364685804	52.6866841706109	10.1364911157885	94.6130597986477
"PITG_08968"	6.81682842744442	4.91966111347803	11.2295921517515	37.6896879378952	19.1027745439916	73.3633960208178	17.5534358346581	78.8559667546851
"PITG_09194"	71.8934656084008	86.0361911198246	46.4367359965384	178.169433888232	103.966427827919	83.4854683491618	48.7973154628965	273.158196862787
