"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"PITG_17894"	-2.00528658076492	4.42455551439746	19.7086160035482	9.01937976011328e-06	0.000897653770625274
"PITG_03640"	-2.08362639694729	2.60178799405261	18.0881464973797	2.10910345483313e-05	0.00174923767785223
"PITG_14588"	-2.10607392610482	1.96606891247229	17.5691543856342	2.7704593508932e-05	0.00217127841894676
"PITG_08491"	-2.14563016411173	5.00254717650987	30.4736850017312	3.38426107846249e-08	8.98182890223944e-06
"PITG_06560"	-2.15863165842521	0.746546417357775	16.1658252849491	5.80316871482874e-05	0.00391566350063275
"PITG_17846"	-2.26445889616149	1.94677751896676	14.3818716856979	0.00014923210170448	0.00785144929804669
"PITG_04949"	-2.26950510254285	2.89945310715667	22.0841264792373	2.60958741493592e-06	0.000342486840621755
"PITG_15682"	-2.27274980647006	2.77089111030055	17.1846528838304	3.39165359482212e-05	0.00256370372676965
"PITG_19625"	-2.33491171637216	1.55776564133221	17.6844666499296	2.60747234368867e-05	0.00207606948004492
"PITG_02954"	-2.43313413001335	1.79376756379367	26.9300267180304	2.10955916651307e-07	3.99912144851835e-05
"PITG_09223"	-2.49470528109836	0.171588973150388	14.5397174329502	0.000137235585484197	0.00738834695675322
"PITG_11253"	-2.61509391103127	0.432986759707106	15.8120328722241	6.99561988659468e-05	0.00453782850280818
"PITG_17063"	-2.62991954286102	2.4883018974801	23.3499586930579	1.35046410337598e-06	0.00019432039501951
"PITG_16909"	-2.70805509473427	3.77147247913754	19.4577911004243	1.0284745557829e-05	0.000974846953945649
"PITG_01625"	-2.80084819694337	4.04766875710864	23.443578357885	1.28631379738043e-06	0.000187982355437934
"PITG_10226"	-2.8102384423025	1.08499208353723	20.1320094203369	7.22768797462316e-06	0.000763896260893136
"PITG_19649"	-2.85749100417626	2.28170050653509	16.9076385873948	3.92433438183786e-05	0.00291107611939686
"PITG_17441"	-2.92292051435494	3.32137406536353	16.7420785516281	4.28206679723763e-05	0.00309943780360054
"PITG_22973"	-2.93165127534223	1.82246090003263	22.6849977886315	1.9085213559573e-06	0.000268158477108212
"PITG_18224"	-2.98966508072203	1.27236896142177	14.9762401594415	0.000108873417933248	0.00622141258553483
"PITG_05285"	-3.02209438092947	1.68436158176576	29.1049827011674	6.85604277480108e-08	1.63763437718899e-05
"PITG_04947"	-3.06997699411936	2.84411427991215	30.6188807607905	3.14022969501124e-08	8.72180540639981e-06
"PITG_10757"	-3.14410932593803	0.552363525792998	23.8631759407007	1.0343148977881e-06	0.000160426270445237
"PITG_00582"	-3.30094581519812	1.12131750851002	23.6886418946654	1.1324894110386e-06	0.000171206595392836
"PITG_13638"	-3.54986243038948	1.94692967160645	35.8327903726174	2.14998766915489e-09	7.55214786256377e-07
"PITG_05400"	-3.58570279457131	0.644717751486593	16.8001545539151	4.15299203184599e-05	0.00302434047782541
"PITG_09880"	-3.90591122990562	2.36082205505682	14.1955280915234	0.000164761612970337	0.00848167217114109
"PITG_16912"	-4.24090750406648	4.49535309455842	24.3218261126115	8.15102233217313e-07	0.000131550891504248
"PITG_09879"	-4.29916745236995	2.75790655441834	27.4901127884235	1.57899664197902e-07	3.30841349037816e-05
"PITG_00084"	-4.39240516049784	2.11134236840222	29.630065695632	5.22875910765032e-08	1.32866106431208e-05
"PITG_02860"	-4.4563759296579	4.41090009230482	22.0066360487799	2.71709408537759e-06	0.000348927469480264
"PITG_14237"	-4.49067203282649	5.14629410670643	127.744636490214	1.27654977645228e-29	8.61251646539061e-26
"PITG_08621"	-4.55018770772899	3.98092568323091	30.720335343946	2.98025304336366e-08	8.47456240402194e-06
"PITG_16913"	-4.63918187143704	3.2671182498899	30.0217306655393	4.27231602648033e-08	1.10922326748379e-05
"PITG_07424"	-6.51447647435145	4.23842570887614	24.5799961251328	7.1287935513527e-07	0.00011792213885911
